School_Name,School_Year,Reported_enrollment,Percent_complete_for_all_immunizations,Percent_conditional,Percent_out_of_compliance,Percent_with_any_exemption,Percent_with_medical_exemption,Percent_with_personal_exemption,Percent_with_religious_exemption,Percent_with_religious_membership_exemption,Percent_complete_for_diphtheria_tetanus,Percent_complete_for_pertussis,Percent_complete_for_measles_mumps_rubella,Percent_complete_for_polio,Percent_complete_for_HepatitisB,Percent_complete_for_varicella,Number_complete_for_all_immunizations,Number_conditional,Number_out_of_compliance,Number_with_any_exemption,Number_with_medical_exemption,Number_with_personal_exemption,Number_with_religious_exemption,Number_with_religious_membership_exemption,Number_incomplete_for_diphtheria_tetanus,Number_incomplete_for_pertussis,Number_incomplete_for_measles_mumps_rubella,Number_incomplete_for_polio,Number_incomplete_for_HepatitisB,Number_incomplete_for_varicella,Reported,School_District,Address,City,County,ESD,Grade_Levels,Has_kindergarten,Has_6thGrade
SOUTH SOUND CHRISTIAN SCHOOLS-NEW HOPE CAMPUS,2014-15,13,61.5%,15.4%,23.1%,0.0%,0.0%,0.0%,0.0%,0.0%,92.3%,92.3%,84.6%,84.6%,84.6%,84.6%,8,2,3,0,0,0,0,0,1,1,2,2,2,2,Y,BETHEL SCHOOL DISTRICT,25713 70TH AVE E,GRAHAM,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-6,Y,Y
SOUTH SOUND CHRISTIAN SCHOOLS-TACOMA BAPTIST CAMPUS,2014-15,16,75.0%,6.3%,0.0%,18.8%,0.0%,18.8%,0.0%,0.0%,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,12,1,0,3,0,3,0,0,4,4,4,4,4,4,Y,TACOMA SCHOOL DISTRICT,2052 S 64TH ST,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-12,Y,Y
SOUTH SOUND HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,NORTH THURSTON PUBLIC SCHOOLS,411 COLLEGE ST NE,LACEY,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,9-12,N,N
SOUTH WHIDBEY ACADEMY,2014-15,4,50.0%,0.0%,25.0%,25.0%,0.0%,25.0%,0.0%,0.0%,50.0%,50.0%,50.0%,50.0%,75.0%,50.0%,2,0,1,1,0,1,0,0,2,2,2,2,1,2,Y,SOUTH WHIDBEY SCHOOL DISTRICT,5476 MAXWELTON RD,LANGLEY,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K-12,Y,Y
SOUTH WHIDBEY ELEMENTARY,2014-15,75,72.0%,2.7%,16.0%,9.3%,5.3%,2.7%,1.3%,0.0%,78.7%,78.7%,80.0%,77.3%,85.3%,78.7%,54,2,12,7,4,2,1,0,16,16,15,17,11,16,Y,SOUTH WHIDBEY SCHOOL DISTRICT,5380 MAXWELTON RD,LANGLEY,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,K-5,Y,N
SOUTH WHIDBEY HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,SOUTH WHIDBEY SCHOOL DISTRICT,5675 MAXWELTON RD,LANGLEY,ISLAND,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,9-12,N,N
SOUTHERN HEIGHTS ELEMENTARY,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,HIGHLINE SCHOOL DISTRICT,11249 14TH AVE S,SEATTLE,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-6,Y,Y
SOUTHGATE ELEMENTARY SCHOOL,2014-15,115,82.6%,2.6%,13.9%,0.9%,0.9%,0.0%,0.0%,0.0%,88.7%,88.7%,93.0%,86.1%,93.0%,89.6%,95,3,16,1,1,0,0,0,13,13,8,16,8,12,Y,CLOVER PARK SCHOOL DISTRICT,10202 EARLEY AVE SW,LAKEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
SOUTHGATE ELEMENTARY SCHOOL,2014-15,104,88.5%,7.7%,0.0%,3.8%,1.0%,2.9%,0.0%,0.0%,93.3%,93.3%,91.3%,94.2%,94.2%,91.3%,92,8,0,4,1,3,0,0,7,7,9,6,6,9,Y,KENNEWICK SCHOOL DISTRICT,3121 WEST 19TH AVENUE,KENNEWICK,BENTON,EDUCATIONAL SERVICE DISTRICT 123,K -5,Y,N
SOUTHRIDGE HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,KENNEWICK SCHOOL DISTRICT,3520 SOUTHRIDGE BLVD,KENNEWICK,BENTON,EDUCATIONAL SERVICE DISTRICT 123,9-12,N,N
SOUTHSIDE CHRISTIAN SCHOOL,2014-15,13,69.2%,7.7%,23.1%,0.0%,0.0%,0.0%,0.0%,0.0%,76.9%,76.9%,76.9%,69.2%,76.9%,76.9%,9,1,3,0,0,0,0,0,3,3,3,4,3,3,Y,SPOKANE SCHOOL DISTRICT,401 E 30TH AVE,SPOKANE,SPOKANE,EDUCATIONAL SERVICE DISTRICT 101,P-8,Y,Y
SOUTHSIDE ELEMENTARY,2014-15,20,85.0%,5.0%,0.0%,10.0%,0.0%,10.0%,0.0%,0.0%,85.0%,85.0%,90.0%,85.0%,85.0%,90.0%,17,1,0,2,0,2,0,0,3,3,2,3,3,2,Y,SOUTHSIDE SCHOOL DISTRICT,161 SE COLLIER RD,SHELTON,MASON,EDUCATIONAL SERVICE DISTRICT 113,K -7,Y,Y
SOUTHWOOD ELEMENTARY SCHOOL,2014-15,45,88.9%,0.0%,4.4%,6.7%,0.0%,6.7%,0.0%,0.0%,91.1%,91.1%,91.1%,91.1%,91.1%,91.1%,40,0,2,3,0,3,0,0,4,4,4,4,4,4,Y,ENUMCLAW SCHOOL DISTRICT,3240 MCDOUGALL AVENUE,ENUMCLAW,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-5,Y,N
SOUTHWORTH ELEMENTARY,2014-15,91,89.0%,3.3%,5.5%,2.2%,2.2%,0.0%,0.0%,0.0%,91.2%,91.2%,93.4%,91.2%,97.8%,93.4%,81,3,5,2,2,0,0,0,8,8,6,8,2,6,Y,YELM SCHOOL DISTRICT,PO BOX 476,YELM,THURSTON,EDUCATIONAL SERVICE DISTRICT 113,K -6,Y,Y
SPANAWAY ELEMENTARY,2014-15,59,93.2%,0.0%,1.7%,5.1%,1.7%,3.4%,0.0%,0.0%,94.9%,94.9%,94.9%,94.9%,94.9%,93.2%,55,0,1,3,1,2,0,0,3,3,3,3,3,4,Y,BETHEL SCHOOL DISTRICT,215 166TH ST S,SPANAWAY,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
SPANAWAY LAKE HIGH SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,BETHEL SCHOOL DISTRICT,1305 168TH ST E,SPANAWAY,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,10-12,N,N
SPANAWAY MIDDLE SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,BETHEL SCHOOL DISTRICT,15701 B ST E,TACOMA,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,7-8,N,N
SPANISH WITH SARAH,2014-15,14,92.9%,7.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,92.9%,100.0%,100.0%,92.9%,100.0%,100.0%,13,1,0,0,0,0,0,0,1,0,0,1,0,0,Y,CAMAS SCHOOL DISTRICT,2204 NE BIRCH ST,CAMAS,CLARK,EDUCATIONAL SERVICE DISTRICT 112,P-2,Y,N
SPECIAL ED SCHOOL,2014-15,1,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,1,0,0,0,0,0,1,1,1,1,1,1,Y,ENUMCLAW SCHOOL DISTRICT,2929 MCDOUGALL AVENUE,ENUMCLAW,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-12,Y,Y
SPECIAL EDUCATION,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,KELSO SCHOOL DISTRICT,601 CRAWFORD ST,KELSO,COWLITZ,EDUCATIONAL SERVICE DISTRICT 112,PK-12,Y,Y
SPECIAL EDUCATION CONTRACTED,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,EDMONDS SCHOOL DISTRICT,20420 68TH AVE W,LYNNWOOD,SNOHOMISH,NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,P-12,Y,Y
SPECIAL EDUCATION SCHOOL,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,WENATCHEE SCHOOL DISTRICT,112 SO. ELLIOTT STREET,WENATCHEE,CHELAN,NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,PK-9,Y,Y
SPECIAL EDUCATION SERVICES/RELIFE,2014-15,1,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,0,1,0,0,0,0,0,1,1,1,1,0,1,Y,CLOVER PARK SCHOOL DISTRICT,10903 GRAVELLY LK DR SW,LAKEWOOD,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,PK-12,Y,Y
SPECIAL SERVICES,2014-15,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,CLARKSTON SCHOOL DISTRICT,1294 CHESTNUT ST,CLARKSTON,ASOTIN,EDUCATIONAL SERVICE DISTRICT 123,PK-12,Y,Y
SPECTRUM ACADEMY,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,BELLEVUE SCHOOL DISTRICT,2576 152ND AVE. NE,REDMOND,KING,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,P-1,Y,N
SPINNING ELEMENTARY,2014-15,52,92.3%,0.0%,3.8%,3.8%,1.9%,1.9%,0.0%,0.0%,94.2%,100.0%,94.2%,94.2%,94.2%,94.2%,48,0,2,2,1,1,0,0,3,0,3,3,3,3,Y,PUYALLUP SCHOOL DISTRICT,1306 E PIONEER,PUYALLUP,PIERCE,PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,K -6,Y,Y
